prediction_index	read_id	start	end	period	matched_truth_index	truth_family_id	iou	status
969	r000003404	0	14243	421	969	f046	1.0	matched
970	r000003405	0	13578	421	970	f046	1.0	matched
971	r000003408	3	12105	171	971	f033	0.9997521685254027	matched
972	r000003409	0	15212	171	972	megabase_171	1.0	matched
973	r000003415	0	15153	171	973	megabase_171	1.0	matched
974	r000003417	0	14402	421	974	f052	1.0	matched
975	r000003418	0	21634	171	975	megabase_171	1.0	matched
976	r000003420	9657	12354	421	976	f046	0.9988876529477196	matched
977	r000003422	0	13844	171	977	megabase_171	1.0	matched
978	r000003425	3301	14576	421	978	f049	1.0	matched
979	r000003426	0	17046	171	979	megabase_171	0.9999413386519622	matched
980	r000003428	9223	10476	61	980	f018	0.9984038308060654	matched
981	r000003429	0	15215	171	981	megabase_171	1.0	matched
982	r000003430	7919	11358	171	982	f020	0.9979645245710963	matched
983	r000003438	0	21382	171	983	megabase_171	1.0	matched
984	r000003441	0	17493	171	984	megabase_171	1.0	matched
985	r000003442	4134	5352	61	985	f005	0.9991789819376026	matched
986	r000003443	0	12514	171	986	megabase_171	0.9998402045381911	matched
987	r000003446	0	12814	421	987	f049	1.0	matched
988	r000003448	0	13678	171	988	megabase_171	1.0	matched
989	r000003449	0	3537	421	989	f045	1.0	matched
990	r000003452	9695	15382	421	990	f049	1.0	matched
991	r000003453	0	17849	171	991	megabase_171	1.0	matched
992	r000003457	14358	21027	421	992	f052	1.0	matched
993	r000003458	2	12541	171	993	megabase_171	0.9998405230842835	matched
994	r000003461	0	14323	171	994	megabase_171	1.0	matched
995	r000003462	0	2747	420	995	f047	0.9989090909090909	matched
996	r000003464	9318	10213	61	996	f005	0.9988826815642458	matched
997	r000003466	3991	5219	61	997	f002	0.99185667752443	matched
998	r000003473	0	8032	171	998	f033	1.0	matched
999	r000003474	9952	17432	421	999	f051	1.0	matched
1000	r000003478	0	17800	421	1000	f052	1.0	matched
1001	r000003481	0	10880	170	1001	megabase_171	1.0	matched
1002	r000003483	0	12558	171	1002	f026	0.9998407643312102	matched
1003	r000003484	0	12006	171	1003	megabase_171	0.9999167152494378	matched
1004	r000003485	2	17674	171	1004	megabase_171	0.999717146574645	matched
1005	r000003488	7982	11399	171	1005	f022	0.9997073456248171	matched
1006	r000003494	4983	6197	61	1006	f002	0.9950819672131147	matched
1007	r000003497	0	11665	421	1007	f043	0.9999142808160466	matched
1008	r000003499	1	9719	171	1008	megabase_171	0.9998971087560449	matched
1009	r000003503	0	13507	421	1009	f053	1.0	matched
1010	r000003505	0	12203	171	1010	megabase_171	0.999918059652573	matched
1011	r000003506	0	10804	171	1011	megabase_171	0.9996299037749815	matched
1012	r000003511	0	13851	171	1012	megabase_171	1.0	matched
1013	r000003512	6138	9560	171	1013	f019	1.0	matched
1014	r000003516	2	10519	171	1014	megabase_171	0.9998098678581614	matched
1015	r000003517	0	15151	171	1015	megabase_171	0.9997360607060376	matched
1016	r000003518	0	2531	171	1016	megabase_171	1.0	matched
1017	r000003522	2122	9632	171	1017	f031	1.0	matched
1018	r000003529	5529	12109	421	1018	f037	0.9996960486322188	matched
1019	r000003537	0	15441	421	1019	f048	1.0	matched
1020	r000003541	0	11333	421	1020	f053	1.0	matched
1021	r000003543	11757	13308	421	1021	f050	0.9987121699935608	matched
1022	r000003544	0	12142	421	1022	f050	0.9999176480276702	matched
1023	r000003546	2	15082	171	1023	megabase_171	0.9998673915926269	matched
1024	r000003548	0	11679	171	1024	megabase_171	1.0	matched
1025	r000003553	8146	10586	171	1025	f027	1.0	matched
1026	r000003558	0	5919	171	1026	f028	1.0	matched
1027	r000003562	0	17086	421	1027	f048	1.0	matched
1028	r000003566	16779	18637	171	1028	f035	1.0	matched
1029	r000003567	0	13656	421	1029	f050	1.0	matched
1030	r000003568	0	13956	171	1030	megabase_171	1.0	matched
1031	r000003569	0	12490	421	1031	f053	1.0	matched
1032	r000003571	0	11617	421	1032	f052	1.0	matched
1033	r000003573	1	8683	171	1033	megabase_171	0.9998848324311874	matched
1034	r000003574	0	16089	171	1034	megabase_171	0.9998757069169101	matched
1035	r000003575	0	15486	421	1035	f052	0.999870867768595	matched
1036	r000003577	1	8158	421	1036	f038	0.999877420936504	matched
1037	r000003581	0	16028	421	1037	f048	1.0	matched
1038	r000003584	0	11546	421	1038	f054	1.0	matched
1039	r000003586	0	12364	171	1039	f034	0.9999191265669227	matched
1040	r000003588	0	1494	61	1040	f015	1.0	matched
1041	r000003589	0	12796	421	1041	f043	1.0	matched
1042	r000003592	0	6046	61	1042	f014	0.9993384055573933	matched
1043	r000003594	4	13075	421	1043	f049	0.9996940726577438	matched
1044	r000003596	0	12166	421	1044	f049	1.0	matched
1045	r000003597	2075	13784	61	1045	f016	0.999743830586628	matched
1046	r000003598	6394	11266	61	1046	f010	1.0	matched
1047	r000003611	0	12729	171	1047	megabase_171	1.0	matched
1048	r000003614	0	18048	171	1048	megabase_171	1.0	matched
